detection_id,latitude,longitude,acq_datetime_utc,confidence,frp_mw,instrument,satellite,daynight,lat_center,lon_center,cell_id,event_date
34.6094_-117.3366_2025-06-03 09:11:00+00:00,34.60941,-117.33657,2025-06-03 09:11:00+00:00,,1.77,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-03
34.6228_-117.101_2025-06-03 09:11:00+00:00,34.62281,-117.101,2025-06-03 09:11:00+00:00,,1.15,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-03
35.5169_-113.3116_2025-06-03 09:11:00+00:00,35.51693,-113.31156,2025-06-03 09:11:00+00:00,,1.36,VIIRS,N20,N,35.5,-113.5,35.5000_-113.5000,2025-06-03
35.5176_-113.3162_2025-06-03 09:11:00+00:00,35.51756,-113.31622,2025-06-03 09:11:00+00:00,,1.07,VIIRS,N20,N,35.5,-113.5,35.5000_-113.5000,2025-06-03
39.6218_-119.2602_2025-06-03 10:50:00+00:00,39.62176,-119.26017,2025-06-03 10:50:00+00:00,,1.54,VIIRS,N20,N,39.5,-119.5,39.5000_-119.5000,2025-06-03
39.6226_-119.2606_2025-06-03 10:50:00+00:00,39.62263,-119.26057,2025-06-03 10:50:00+00:00,,0.72,VIIRS,N20,N,39.5,-119.5,39.5000_-119.5000,2025-06-03
37.4572_-121.9321_2025-06-03 10:51:00+00:00,37.45717,-121.93206,2025-06-03 10:51:00+00:00,,0.4,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-03
37.8837_-121.1852_2025-06-03 10:51:00+00:00,37.88373,-121.18525,2025-06-03 10:51:00+00:00,,0.27,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-03
33.4173_-110.8612_2025-06-03 20:30:00+00:00,33.41726,-110.86119,2025-06-03 20:30:00+00:00,,9.02,VIIRS,N20,D,33.5,-110.5,33.5000_-110.5000,2025-06-03
35.3656_-120.5205_2025-06-03 20:31:00+00:00,35.36563,-120.52051,2025-06-03 20:31:00+00:00,,15.42,VIIRS,N20,D,35.5,-120.5,35.5000_-120.5000,2025-06-03
35.3699_-120.5216_2025-06-03 20:31:00+00:00,35.36988,-120.52164,2025-06-03 20:31:00+00:00,,15.42,VIIRS,N20,D,35.5,-120.5,35.5000_-120.5000,2025-06-03
36.3724_-119.3222_2025-06-03 20:31:00+00:00,36.37243,-119.32224,2025-06-03 20:31:00+00:00,,14.8,VIIRS,N20,D,36.5,-119.5,36.5000_-119.5000,2025-06-03
36.3734_-119.3217_2025-06-03 20:31:00+00:00,36.37338,-119.32171,2025-06-03 20:31:00+00:00,,11.58,VIIRS,N20,D,36.5,-119.5,36.5000_-119.5000,2025-06-03
36.4397_-119.4374_2025-06-03 20:31:00+00:00,36.43969,-119.43735,2025-06-03 20:31:00+00:00,,5.42,VIIRS,N20,D,36.5,-119.5,36.5000_-119.5000,2025-06-03
36.4558_-119.5712_2025-06-03 20:31:00+00:00,36.45579,-119.57124,2025-06-03 20:31:00+00:00,,2.53,VIIRS,N20,D,36.5,-119.5,36.5000_-119.5000,2025-06-03
36.75_-119.379_2025-06-03 20:31:00+00:00,36.74995,-119.37904,2025-06-03 20:31:00+00:00,,4.13,VIIRS,N20,D,36.5,-119.5,36.5000_-119.5000,2025-06-03
36.9228_-120.4061_2025-06-03 20:31:00+00:00,36.92275,-120.40607,2025-06-03 20:31:00+00:00,,10.0,VIIRS,N20,D,36.5,-120.5,36.5000_-120.5000,2025-06-03
36.9254_-120.4052_2025-06-03 20:31:00+00:00,36.92536,-120.40525,2025-06-03 20:31:00+00:00,,3.63,VIIRS,N20,D,36.5,-120.5,36.5000_-120.5000,2025-06-03
38.8748_-106.9009_2025-06-03 20:31:00+00:00,38.87478,-106.90089,2025-06-03 20:31:00+00:00,,2.9,VIIRS,N20,D,38.5,-106.5,38.5000_-106.5000,2025-06-03
39.2319_-111.0676_2025-06-03 20:31:00+00:00,39.2319,-111.06764,2025-06-03 20:31:00+00:00,,2.89,VIIRS,N20,D,39.5,-111.5,39.5000_-111.5000,2025-06-03
37.7564_-120.6655_2025-06-03 20:32:00+00:00,37.75638,-120.66546,2025-06-03 20:32:00+00:00,,6.51,VIIRS,N20,D,37.5,-120.5,37.5000_-120.5000,2025-06-03
37.7897_-120.7512_2025-06-03 20:32:00+00:00,37.78968,-120.7512,2025-06-03 20:32:00+00:00,,3.24,VIIRS,N20,D,37.5,-120.5,37.5000_-120.5000,2025-06-03
38.1867_-121.2942_2025-06-03 20:32:00+00:00,38.18674,-121.29424,2025-06-03 20:32:00+00:00,,2.36,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-03
38.4405_-121.9534_2025-06-03 20:32:00+00:00,38.44051,-121.95335,2025-06-03 20:32:00+00:00,,15.73,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-03
38.5148_-121.3782_2025-06-03 20:32:00+00:00,38.51478,-121.37818,2025-06-03 20:32:00+00:00,,1.21,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-03
38.6929_-121.2532_2025-06-03 20:32:00+00:00,38.69294,-121.25323,2025-06-03 20:32:00+00:00,,4.31,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-03
38.696_-121.7444_2025-06-03 20:32:00+00:00,38.69595,-121.74438,2025-06-03 20:32:00+00:00,,40.78,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-03
38.697_-121.7394_2025-06-03 20:32:00+00:00,38.69705,-121.73941,2025-06-03 20:32:00+00:00,,108.95,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-03
38.7351_-121.4672_2025-06-03 20:32:00+00:00,38.73508,-121.46725,2025-06-03 20:32:00+00:00,,3.26,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-03
39.0368_-122.109_2025-06-03 20:32:00+00:00,39.03681,-122.10895,2025-06-03 20:32:00+00:00,,2.38,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-03
39.3103_-120.1052_2025-06-03 20:32:00+00:00,39.3103,-120.10515,2025-06-03 20:32:00+00:00,,8.36,VIIRS,N20,D,39.5,-120.5,39.5000_-120.5000,2025-06-03
39.3129_-120.1051_2025-06-03 20:32:00+00:00,39.31286,-120.10509,2025-06-03 20:32:00+00:00,,9.46,VIIRS,N20,D,39.5,-120.5,39.5000_-120.5000,2025-06-03
39.3141_-120.1064_2025-06-03 20:32:00+00:00,39.31409,-120.10643,2025-06-03 20:32:00+00:00,,8.36,VIIRS,N20,D,39.5,-120.5,39.5000_-120.5000,2025-06-03
39.4673_-122.0167_2025-06-03 20:32:00+00:00,39.46726,-122.01669,2025-06-03 20:32:00+00:00,,10.34,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-03
39.6379_-122.2131_2025-06-03 20:32:00+00:00,39.63793,-122.21307,2025-06-03 20:32:00+00:00,,3.1,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-03
39.6392_-122.2216_2025-06-03 20:32:00+00:00,39.63921,-122.22164,2025-06-03 20:32:00+00:00,,19.73,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-03
39.6404_-122.2166_2025-06-03 20:32:00+00:00,39.64036,-122.21661,2025-06-03 20:32:00+00:00,,19.73,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-03
39.732_-122.0284_2025-06-03 20:32:00+00:00,39.73204,-122.02843,2025-06-03 20:32:00+00:00,,3.1,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-03
38.4377_-121.9545_2025-06-03 22:13:00+00:00,38.43767,-121.95448,2025-06-03 22:13:00+00:00,,14.21,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-03
38.4426_-121.9573_2025-06-03 22:13:00+00:00,38.44263,-121.95729,2025-06-03 22:13:00+00:00,,10.19,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-03
38.4427_-121.9481_2025-06-03 22:13:00+00:00,38.44271,-121.94814,2025-06-03 22:13:00+00:00,,9.3,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-03
39.4673_-122.0134_2025-06-03 22:13:00+00:00,39.46733,-122.01342,2025-06-03 22:13:00+00:00,,3.83,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-03
39.6416_-122.2229_2025-06-03 22:13:00+00:00,39.64159,-122.22293,2025-06-03 22:13:00+00:00,,8.72,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-03
39.6416_-122.2139_2025-06-03 22:13:00+00:00,39.64163,-122.21387,2025-06-03 22:13:00+00:00,,8.72,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-03
40.8209_-114.255_2025-06-04 08:50:00+00:00,40.8209,-114.25502,2025-06-04 08:50:00+00:00,,1.87,VIIRS,N20,N,40.5,-114.5,40.5000_-114.5000,2025-06-04
41.2698_-105.6021_2025-06-04 08:50:00+00:00,41.26978,-105.60211,2025-06-04 08:50:00+00:00,,1.31,VIIRS,N20,N,41.5,-105.5,41.5000_-105.5000,2025-06-04
38.9379_-112.817_2025-06-04 08:51:00+00:00,38.93792,-112.81699,2025-06-04 08:51:00+00:00,,1.78,VIIRS,N20,N,38.5,-112.5,38.5000_-112.5000,2025-06-04
38.9386_-112.8163_2025-06-04 08:51:00+00:00,38.93863,-112.81628,2025-06-04 08:51:00+00:00,,1.73,VIIRS,N20,N,38.5,-112.5,38.5000_-112.5000,2025-06-04
39.62_-119.2634_2025-06-04 08:51:00+00:00,39.61998,-119.26342,2025-06-04 08:51:00+00:00,,0.91,VIIRS,N20,N,39.5,-119.5,39.5000_-119.5000,2025-06-04
39.6226_-119.2643_2025-06-04 08:51:00+00:00,39.62265,-119.26431,2025-06-04 08:51:00+00:00,,1.48,VIIRS,N20,N,39.5,-119.5,39.5000_-119.5000,2025-06-04
34.6096_-117.3379_2025-06-04 08:52:00+00:00,34.60958,-117.33787,2025-06-04 08:52:00+00:00,,1.58,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-04
34.6107_-117.3379_2025-06-04 08:52:00+00:00,34.61066,-117.33788,2025-06-04 08:52:00+00:00,,1.79,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-04
36.3559_-114.9121_2025-06-04 08:52:00+00:00,36.35592,-114.91207,2025-06-04 08:52:00+00:00,,2.25,VIIRS,N20,N,36.5,-114.5,36.5000_-114.5000,2025-06-04
36.3595_-114.9118_2025-06-04 08:52:00+00:00,36.35953,-114.91183,2025-06-04 08:52:00+00:00,,1.86,VIIRS,N20,N,36.5,-114.5,36.5000_-114.5000,2025-06-04
36.7181_-119.9853_2025-06-04 08:52:00+00:00,36.71807,-119.98534,2025-06-04 08:52:00+00:00,,1.39,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-06-04
36.7197_-119.9842_2025-06-04 08:52:00+00:00,36.71971,-119.98422,2025-06-04 08:52:00+00:00,,1.35,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-06-04
32.5146_-114.9879_2025-06-04 08:53:00+00:00,32.51456,-114.98786,2025-06-04 08:53:00+00:00,,1.23,VIIRS,N20,N,32.5,-114.5,32.5000_-114.5000,2025-06-04
38.9388_-112.8158_2025-06-04 10:31:00+00:00,38.93876,-112.8158,2025-06-04 10:31:00+00:00,,1.47,VIIRS,N20,N,38.5,-112.5,38.5000_-112.5000,2025-06-04
38.941_-112.8136_2025-06-04 10:31:00+00:00,38.94099,-112.81361,2025-06-04 10:31:00+00:00,,1.42,VIIRS,N20,N,38.5,-112.5,38.5000_-112.5000,2025-06-04
39.6221_-119.263_2025-06-04 10:31:00+00:00,39.62214,-119.26295,2025-06-04 10:31:00+00:00,,1.81,VIIRS,N20,N,39.5,-119.5,39.5000_-119.5000,2025-06-04
39.6413_-122.2146_2025-06-04 10:31:00+00:00,39.64127,-122.2146,2025-06-04 10:31:00+00:00,,1.03,VIIRS,N20,N,39.5,-122.5,39.5000_-122.5000,2025-06-04
39.6424_-122.2196_2025-06-04 10:31:00+00:00,39.6424,-122.21956,2025-06-04 10:31:00+00:00,,1.03,VIIRS,N20,N,39.5,-122.5,39.5000_-122.5000,2025-06-04
39.6435_-122.2245_2025-06-04 10:31:00+00:00,39.64352,-122.22453,2025-06-04 10:31:00+00:00,,0.51,VIIRS,N20,N,39.5,-122.5,39.5000_-122.5000,2025-06-04
40.7374_-122.3229_2025-06-04 10:31:00+00:00,40.7374,-122.32288,2025-06-04 10:31:00+00:00,,0.35,VIIRS,N20,N,40.5,-122.5,40.5000_-122.5000,2025-06-04
40.8217_-114.2559_2025-06-04 10:31:00+00:00,40.82166,-114.25593,2025-06-04 10:31:00+00:00,,2.34,VIIRS,N20,N,40.5,-114.5,40.5000_-114.5000,2025-06-04
40.96_-123.7224_2025-06-04 10:31:00+00:00,40.95997,-123.7224,2025-06-04 10:31:00+00:00,,0.82,VIIRS,N20,N,40.5,-123.5,40.5000_-123.5000,2025-06-04
34.6107_-117.3372_2025-06-04 10:32:00+00:00,34.61074,-117.33721,2025-06-04 10:32:00+00:00,,2.37,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-04
36.359_-114.9127_2025-06-04 10:32:00+00:00,36.35902,-114.91269,2025-06-04 10:32:00+00:00,,1.03,VIIRS,N20,N,36.5,-114.5,36.5000_-114.5000,2025-06-04
37.4532_-121.9308_2025-06-04 10:32:00+00:00,37.45324,-121.93085,2025-06-04 10:32:00+00:00,,0.7,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-04
37.8856_-121.1834_2025-06-04 10:32:00+00:00,37.88559,-121.18339,2025-06-04 10:32:00+00:00,,0.31,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-04
32.8059_-104.016_2025-06-04 20:11:00+00:00,32.80586,-104.01596,2025-06-04 20:11:00+00:00,,1.83,VIIRS,N20,D,32.5,-104.5,32.5000_-104.5000,2025-06-04
32.8078_-104.0193_2025-06-04 20:11:00+00:00,32.80778,-104.01929,2025-06-04 20:11:00+00:00,,2.86,VIIRS,N20,D,32.5,-104.5,32.5000_-104.5000,2025-06-04
33.2904_-115.5141_2025-06-04 20:11:00+00:00,33.29041,-115.5141,2025-06-04 20:11:00+00:00,,12.78,VIIRS,N20,D,33.5,-115.5,33.5000_-115.5000,2025-06-04
33.566_-116.0022_2025-06-04 20:11:00+00:00,33.56601,-116.0022,2025-06-04 20:11:00+00:00,,6.08,VIIRS,N20,D,33.5,-116.5,33.5000_-116.5000,2025-06-04
33.5737_-116.0104_2025-06-04 20:11:00+00:00,33.57368,-116.01042,2025-06-04 20:11:00+00:00,,7.63,VIIRS,N20,D,33.5,-116.5,33.5000_-116.5000,2025-06-04
33.5756_-116.0076_2025-06-04 20:11:00+00:00,33.57557,-116.00757,2025-06-04 20:11:00+00:00,,8.34,VIIRS,N20,D,33.5,-116.5,33.5000_-116.5000,2025-06-04
33.6134_-116.072_2025-06-04 20:11:00+00:00,33.61336,-116.07198,2025-06-04 20:11:00+00:00,,4.2,VIIRS,N20,D,33.5,-116.5,33.5000_-116.5000,2025-06-04
34.6294_-120.0565_2025-06-04 20:12:00+00:00,34.62936,-120.05647,2025-06-04 20:12:00+00:00,,6.59,VIIRS,N20,D,34.5,-120.5,34.5000_-120.5000,2025-06-04
34.6844_-118.2663_2025-06-04 20:12:00+00:00,34.68439,-118.26633,2025-06-04 20:12:00+00:00,,2.4,VIIRS,N20,D,34.5,-118.5,34.5000_-118.5000,2025-06-04
34.6852_-118.2629_2025-06-04 20:12:00+00:00,34.68521,-118.26294,2025-06-04 20:12:00+00:00,,2.4,VIIRS,N20,D,34.5,-118.5,34.5000_-118.5000,2025-06-04
34.6926_-118.2323_2025-06-04 20:12:00+00:00,34.69259,-118.23234,2025-06-04 20:12:00+00:00,,2.53,VIIRS,N20,D,34.5,-118.5,34.5000_-118.5000,2025-06-04
34.8783_-117.1003_2025-06-04 20:12:00+00:00,34.87833,-117.10029,2025-06-04 20:12:00+00:00,,12.65,VIIRS,N20,D,34.5,-117.5,34.5000_-117.5000,2025-06-04
34.8804_-117.1028_2025-06-04 20:12:00+00:00,34.88039,-117.10284,2025-06-04 20:12:00+00:00,,13.91,VIIRS,N20,D,34.5,-117.5,34.5000_-117.5000,2025-06-04
37.0325_-120.2523_2025-06-04 20:13:00+00:00,37.03249,-120.25233,2025-06-04 20:13:00+00:00,,5.54,VIIRS,N20,D,37.5,-120.5,37.5000_-120.5000,2025-06-04
37.5495_-120.889_2025-06-04 20:13:00+00:00,37.54948,-120.88897,2025-06-04 20:13:00+00:00,,6.99,VIIRS,N20,D,37.5,-120.5,37.5000_-120.5000,2025-06-04
37.6054_-120.8939_2025-06-04 20:13:00+00:00,37.60538,-120.89388,2025-06-04 20:13:00+00:00,,2.21,VIIRS,N20,D,37.5,-120.5,37.5000_-120.5000,2025-06-04
38.67_-121.7856_2025-06-04 20:13:00+00:00,38.66996,-121.78564,2025-06-04 20:13:00+00:00,,1.3,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-04
39.0065_-122.162_2025-06-04 20:13:00+00:00,39.00646,-122.16199,2025-06-04 20:13:00+00:00,,5.52,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-04
39.0412_-121.6195_2025-06-04 20:13:00+00:00,39.04123,-121.61952,2025-06-04 20:13:00+00:00,,1.85,VIIRS,N20,D,39.5,-121.5,39.5000_-121.5000,2025-06-04
39.8152_-121.9457_2025-06-04 20:13:00+00:00,39.81519,-121.94566,2025-06-04 20:13:00+00:00,,6.66,VIIRS,N20,D,39.5,-121.5,39.5000_-121.5000,2025-06-04
39.816_-121.9482_2025-06-04 20:13:00+00:00,39.81604,-121.94818,2025-06-04 20:13:00+00:00,,7.83,VIIRS,N20,D,39.5,-121.5,39.5000_-121.5000,2025-06-04
34.6321_-120.0586_2025-06-04 21:52:00+00:00,34.63207,-120.05865,2025-06-04 21:52:00+00:00,,2.25,VIIRS,N20,D,34.5,-120.5,34.5000_-120.5000,2025-06-04
36.15_-120.3598_2025-06-04 21:53:00+00:00,36.15001,-120.35978,2025-06-04 21:53:00+00:00,,4.36,VIIRS,N20,D,36.5,-120.5,36.5000_-120.5000,2025-06-04
37.5399_-120.5049_2025-06-04 21:53:00+00:00,37.53988,-120.50489,2025-06-04 21:53:00+00:00,,3.18,VIIRS,N20,D,37.5,-120.5,37.5000_-120.5000,2025-06-04
37.7662_-121.9002_2025-06-04 21:53:00+00:00,37.7662,-121.9002,2025-06-04 21:53:00+00:00,,1.77,VIIRS,N20,D,37.5,-121.5,37.5000_-121.5000,2025-06-04
38.4324_-121.0652_2025-06-04 21:54:00+00:00,38.43235,-121.06525,2025-06-04 21:54:00+00:00,,4.09,VIIRS,N20,D,38.5,-121.5,38.5000_-121.5000,2025-06-04
38.7113_-123.0082_2025-06-04 21:54:00+00:00,38.71128,-123.00816,2025-06-04 21:54:00+00:00,,2.42,VIIRS,N20,D,38.5,-123.5,38.5000_-123.5000,2025-06-04
38.7167_-123.0081_2025-06-04 21:54:00+00:00,38.71671,-123.0081,2025-06-04 21:54:00+00:00,,5.68,VIIRS,N20,D,38.5,-123.5,38.5000_-123.5000,2025-06-04
38.717_-123.0034_2025-06-04 21:54:00+00:00,38.71696,-123.00343,2025-06-04 21:54:00+00:00,,5.68,VIIRS,N20,D,38.5,-123.5,38.5000_-123.5000,2025-06-04
39.0104_-122.1619_2025-06-04 21:54:00+00:00,39.01043,-122.1619,2025-06-04 21:54:00+00:00,,3.37,VIIRS,N20,D,39.5,-122.5,39.5000_-122.5000,2025-06-04
39.0209_-121.5682_2025-06-04 21:54:00+00:00,39.02091,-121.5682,2025-06-04 21:54:00+00:00,,2.44,VIIRS,N20,D,39.5,-121.5,39.5000_-121.5000,2025-06-04
39.8135_-121.9473_2025-06-04 21:54:00+00:00,39.81349,-121.94729,2025-06-04 21:54:00+00:00,,2.56,VIIRS,N20,D,39.5,-121.5,39.5000_-121.5000,2025-06-04
40.8239_-114.2576_2025-06-05 08:31:00+00:00,40.82392,-114.2576,2025-06-05 08:31:00+00:00,,1.67,VIIRS,N20,N,40.5,-114.5,40.5000_-114.5000,2025-06-05
40.826_-114.2585_2025-06-05 08:31:00+00:00,40.826,-114.25848,2025-06-05 08:31:00+00:00,,1.04,VIIRS,N20,N,40.5,-114.5,40.5000_-114.5000,2025-06-05
40.8265_-111.9245_2025-06-05 08:31:00+00:00,40.82654,-111.92447,2025-06-05 08:31:00+00:00,,1.13,VIIRS,N20,N,40.5,-111.5,40.5000_-111.5000,2025-06-05
33.4197_-110.8606_2025-06-05 08:33:00+00:00,33.41969,-110.86056,2025-06-05 08:33:00+00:00,,1.14,VIIRS,N20,N,33.5,-110.5,33.5000_-110.5000,2025-06-05
34.608_-117.3386_2025-06-05 08:33:00+00:00,34.60805,-117.33863,2025-06-05 08:33:00+00:00,,1.65,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-05
36.3584_-114.9123_2025-06-05 08:33:00+00:00,36.35844,-114.91231,2025-06-05 08:33:00+00:00,,1.48,VIIRS,N20,N,36.5,-114.5,36.5000_-114.5000,2025-06-05
36.3612_-114.9118_2025-06-05 08:33:00+00:00,36.36124,-114.91184,2025-06-05 08:33:00+00:00,,1.71,VIIRS,N20,N,36.5,-114.5,36.5000_-114.5000,2025-06-05
32.5004_-115.0445_2025-06-05 08:34:00+00:00,32.50041,-115.04449,2025-06-05 08:34:00+00:00,,2.03,VIIRS,N20,N,32.5,-115.5,32.5000_-115.5000,2025-06-05
32.5005_-115.0436_2025-06-05 08:34:00+00:00,32.50051,-115.04365,2025-06-05 08:34:00+00:00,,2.61,VIIRS,N20,N,32.5,-115.5,32.5000_-115.5000,2025-06-05
38.9381_-112.818_2025-06-05 10:12:00+00:00,38.93806,-112.81796,2025-06-05 10:12:00+00:00,,1.08,VIIRS,N20,N,38.5,-112.5,38.5000_-112.5000,2025-06-05
38.94_-112.8184_2025-06-05 10:12:00+00:00,38.94003,-112.81837,2025-06-05 10:12:00+00:00,,0.89,VIIRS,N20,N,38.5,-112.5,38.5000_-112.5000,2025-06-05
40.7358_-122.3212_2025-06-05 10:12:00+00:00,40.73577,-122.32116,2025-06-05 10:12:00+00:00,,0.76,VIIRS,N20,N,40.5,-122.5,40.5000_-122.5000,2025-06-05
40.7365_-122.3239_2025-06-05 10:12:00+00:00,40.73652,-122.32387,2025-06-05 10:12:00+00:00,,0.87,VIIRS,N20,N,40.5,-122.5,40.5000_-122.5000,2025-06-05
40.8204_-114.2555_2025-06-05 10:12:00+00:00,40.82038,-114.25552,2025-06-05 10:12:00+00:00,,2.49,VIIRS,N20,N,40.5,-114.5,40.5000_-114.5000,2025-06-05
40.8379_-111.9191_2025-06-05 10:12:00+00:00,40.83785,-111.91908,2025-06-05 10:12:00+00:00,,0.79,VIIRS,N20,N,40.5,-111.5,40.5000_-111.5000,2025-06-05
36.6652_-119.7266_2025-06-05 10:13:00+00:00,36.66522,-119.72656,2025-06-05 10:13:00+00:00,,0.86,VIIRS,N20,N,36.5,-119.5,36.5000_-119.5000,2025-06-05
37.2131_-121.901_2025-06-05 10:13:00+00:00,37.21312,-121.90098,2025-06-05 10:13:00+00:00,,0.54,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-05
37.4542_-121.9313_2025-06-05 10:13:00+00:00,37.45416,-121.93127,2025-06-05 10:13:00+00:00,,0.86,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-05
37.8843_-121.1866_2025-06-05 10:13:00+00:00,37.88428,-121.18664,2025-06-05 10:13:00+00:00,,0.88,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-06-05
38.0051_-121.9321_2025-06-05 10:13:00+00:00,38.00508,-121.93214,2025-06-05 10:13:00+00:00,,0.35,VIIRS,N20,N,38.5,-121.5,38.5000_-121.5000,2025-06-05
38.1656_-121.4543_2025-06-05 10:13:00+00:00,38.16557,-121.45428,2025-06-05 10:13:00+00:00,,0.47,VIIRS,N20,N,38.5,-121.5,38.5000_-121.5000,2025-06-05
38.217_-121.986_2025-06-05 10:13:00+00:00,38.21704,-121.98598,2025-06-05 10:13:00+00:00,,0.42,VIIRS,N20,N,38.5,-121.5,38.5000_-121.5000,2025-06-05
38.5271_-121.8588_2025-06-05 10:13:00+00:00,38.52712,-121.85881,2025-06-05 10:13:00+00:00,,0.55,VIIRS,N20,N,38.5,-121.5,38.5000_-121.5000,2025-06-05
38.5913_-121.498_2025-06-05 10:13:00+00:00,38.5913,-121.49797,2025-06-05 10:13:00+00:00,,1.03,VIIRS,N20,N,38.5,-121.5,38.5000_-121.5000,2025-06-05
38.5948_-121.4969_2025-06-05 10:13:00+00:00,38.59483,-121.49688,2025-06-05 10:13:00+00:00,,1.03,VIIRS,N20,N,38.5,-121.5,38.5000_-121.5000,2025-06-05
39.4942_-119.6199_2025-06-05 10:13:00+00:00,39.4942,-119.61987,2025-06-05 10:13:00+00:00,,0.84,VIIRS,N20,N,39.5,-119.5,39.5000_-119.5000,2025-06-05
39.6207_-119.2606_2025-06-05 10:13:00+00:00,39.62072,-119.26055,2025-06-05 10:13:00+00:00,,1.5,VIIRS,N20,N,39.5,-119.5,39.5000_-119.5000,2025-06-05
33.4228_-110.8651_2025-06-05 10:14:00+00:00,33.42285,-110.86513,2025-06-05 10:14:00+00:00,,1.21,VIIRS,N20,N,33.5,-110.5,33.5000_-110.5000,2025-06-05
33.4239_-110.8634_2025-06-05 10:14:00+00:00,33.42394,-110.86343,2025-06-05 10:14:00+00:00,,2.76,VIIRS,N20,N,33.5,-110.5,33.5000_-110.5000,2025-06-05
34.3557_-116.8503_2025-06-05 10:14:00+00:00,34.35574,-116.85026,2025-06-05 10:14:00+00:00,,1.78,VIIRS,N20,N,34.5,-116.5,34.5000_-116.5000,2025-06-05
34.6085_-117.338_2025-06-05 10:14:00+00:00,34.60847,-117.33801,2025-06-05 10:14:00+00:00,,2.6,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-05
34.6085_-117.3386_2025-06-05 10:14:00+00:00,34.60852,-117.33859,2025-06-05 10:14:00+00:00,,1.43,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-05
34.6227_-117.1013_2025-06-05 10:14:00+00:00,34.62268,-117.1013,2025-06-05 10:14:00+00:00,,1.26,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-06-05
34.891_-118.9241_2025-06-05 10:14:00+00:00,34.89102,-118.92413,2025-06-05 10:14:00+00:00,,1.41,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-05
34.895_-118.9218_2025-06-05 10:14:00+00:00,34.89505,-118.92176,2025-06-05 10:14:00+00:00,,5.79,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-05
34.8964_-118.9278_2025-06-05 10:14:00+00:00,34.89641,-118.92779,2025-06-05 10:14:00+00:00,,5.79,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-05
34.9005_-118.9256_2025-06-05 10:14:00+00:00,34.90048,-118.92559,2025-06-05 10:14:00+00:00,,5.79,VIIRS,N20,N,34.5,-118.5,34.5000_-118.5000,2025-06-05
35.1213_-118.3694_2025-06-05 10:14:00+00:00,35.12126,-118.36941,2025-06-05 10:14:00+00:00,,0.97,VIIRS,N20,N,35.5,-118.5,35.5000_-118.5000,2025-06-05
32.5287_-116.7786_2025-06-05 19:52:00+00:00,32.52866,-116.77863,2025-06-05 19:52:00+00:00,,4.5,VIIRS,N20,D,32.5,-116.5,32.5000_-116.5000,2025-06-05
